"","A","B","C","D","J","K","M","N","P","Q","W","X","Y","Z"
"FNY",0,0,0,1190,0,0,0,0,322,112,0,0,0,557
"FOE",0,9096,700,242949,29586,33348,0,62628,40604,41811,21500,100,5500,32302
"FOF",0,0,0,25403,0,1700,0,2558,100,0,0,0,300,115
"FOL",0,0,0,0,0,0,0,0,0,200,0,0,0,0
"FOLD",0,800,13500,92168,2565,49712,0,0,10083,19121,900,0,800,10408
"FONE",0,0,0,2470,0,0,0,0,140,0,0,0,0,0
"FONR",0,100,0,19633,0,1300,0,0,1000,800,0,0,100,2900
"FOR",0,1600,300,39747,1500,5942,0,16803,11642,8106,200,100,3100,8843
"FORD",0,0,0,5940,0,4000,0,0,0,200,0,0,0,0
"FORM",0,600,0,135728,2300,7502,0,0,21726,16859,300,0,100,9920
"FORR",0,0,0,20514,200,900,0,0,6500,7000,0,0,300,3000
"FORX",0,0,100,4679,0,0,0,0,600,200,0,0,0,0
"FOSL",0,26399,700,149605,12008,24259,0,0,33205,69634,1400,0,31936,17745
"FPA",0,0,0,1703,0,0,0,0,0,0,0,0,0,0
"FPE",0,0,0,21676,0,0,0,0,110,0,0,0,0,0
"FPO",0,3100,200,68013,2500,17600,0,19693,16774,15421,900,200,400,7300
"FPP",666,0,0,8003,200,220,0,0,2000,2375,0,0,100,1400
"FPT",0,300,0,15198,0,2000,0,3146,200,300,0,0,0,200
"FPX",0,0,0,7715,900,500,0,0,500,0,0,0,0,0
"FR",0,19500,700,254886,15700,17626,0,108616,32834,51147,4789,1300,6900,40352
"FRA",0,0,0,28546,891,500,0,15365,4564,1000,0,300,1400,4745
"FRAK",0,0,0,3528,0,0,0,0,0,0,0,0,0,0
"FRAN",0,7000,100,123815,9678,66386,0,0,22129,66181,100,0,1700,24401
"FRBK",0,0,0,8370,0,0,0,0,0,1725,0,0,0,0
"FRC",0,15300,200,153545,10572,16413,0,35476,30991,32747,1700,2000,6700,52260
"FRD",0,0,0,8142,0,498,0,0,0,807,0,0,0,0
"FRED",0,1000,0,13622,1200,11700,0,0,8000,15338,400,0,2100,2600
"FREE",0,200,0,153295,700,20535,0,0,1100,700,0,0,0,2700
"FRF",0,0,100,2285,0,0,0,100,100,405,0,0,0,100
"FRGI",0,700,0,42063,1392,32285,0,0,15588,10439,0,0,14368,600
"FRI",0,400,0,44623,2070,900,0,0,2390,300,0,0,400,1400
"FRM",0,847,1100,5354,300,600,0,4700,1200,1000,0,0,600,600
"FRME",0,100,0,32789,300,6145,0,0,2200,6000,0,0,200,1314
"FRN",0,0,0,16668,0,4197,0,0,25263,500,0,0,100,4100
"FRNK",0,0,0,1400,0,900,0,0,200,1200,0,0,0,2000
"FRO",0,8311,300,216271,4700,22749,0,20450,20500,16800,1579,3778,1500,11700
"FRP",0,1621,0,6894,300,700,0,0,400,1300,0,0,200,700
"FRS",0,0,0,1500,0,200,0,0,481,200,0,0,200,200
"FRT",0,9800,100,44287,500,7360,0,21453,13196,7606,1300,1300,1100,5677
"FRX",0,33968,100,622419,17457,82266,0,202717,114351,158447,8511,1800,13700,77975
"FSBK",0,0,0,100,0,0,0,0,100,600,0,0,0,0
"FSC",0,26615,3957,688729,28158,74580,0,0,78855,119309,2500,500,11963,91845
"FSCE",0,0,0,13769,0,0,0,920,1900,0,0,0,0,0
"FSCFL",0,500,4200,34152,1700,500,0,0,1100,400,0,0,300,0
"FSD",0,200,0,35209,0,3786,0,2558,500,200,0,0,300,100
"FSFG",0,0,0,0,0,110,0,0,0,390,0,0,0,0
"FSG",0,0,200,1100,0,0,0,0,3600,300,0,0,0,200
"FSGI",0,0,0,4471,0,100,0,0,100,800,0,0,0,300
"FSI",100,100,0,9077,0,1500,0,0,0,199,0,0,0,0
"FSL",0,11000,2400,330568,21599,53816,0,123374,64591,74470,4700,1800,20009,100135
"FSLR",0,104429,3400,2009847,34281,487185,0,0,211795,534108,17300,2000,12400,117437
"FSM",0,1700,230,181657,2000,2700,0,10900,2600,11200,100,0,300,1700
"FSP",13151,2500,0,53029,1900,27155,0,0,7400,8706,100,200,1700,3700
"FSRV",0,2000,0,28800,3900,400,0,0,22187,6295,0,0,900,8900
"FSS",0,5200,100,61007,600,26692,0,17718,5539,9392,500,200,1600,5974
"FST",0,83873,900,775860,44593,127663,45000,270369,121468,172506,67900,25300,28264,165594
"FSTR",0,0,0,9090,100,0,0,0,900,1400,0,0,300,1400
"FSYS",0,900,0,32033,1200,8901,0,0,5635,18029,400,100,1500,1900
"FSZ",0,0,0,128,0,0,0,0,0,0,0,0,0,0
"FT",0,200,300,19159,0,600,0,4764,600,1200,400,0,0,800
"FTA",0,0,0,35846,0,300,0,0,1487,1400,0,0,0,2441
"FTC",0,0,0,7062,0,0,0,0,2899,0,0,0,0,1094
"FTEK",0,0,0,11295,0,300,0,0,100,100,0,0,0,200
"FTF",4972,0,0,30085,0,1796,0,0,5117,3200,0,0,400,400
"FTI",0,68900,600,483089,41465,145104,0,186640,172578,184243,6075,2900,21500,107945
"FTK",0,3900,0,119132,5597,36141,0,20671,39720,19226,2200,600,800,7175
"FTNT",0,27433,3100,755544,41889,147148,0,0,172984,201078,10700,1800,19933,151006
"FTR",40781,96032,2900,2487085,172081,91201,200,0,212125,329785,1700,1300,49682,275397
"FTT",0,200,0,8340,200,100,0,3500,2147,1000,200,0,0,400
"FTY",0,0,0,7840,0,0,0,0,1400,0,0,0,0,0
"FU",200,1283,0,15084,0,6047,0,0,1000,4649,0,0,0,500
"FUBC",0,0,0,13244,100,4580,0,0,600,3482,0,0,0,400
"FUD",0,0,0,741,0,0,0,0,0,441,0,0,0,0
"FUL",0,2097,100,17662,600,2200,0,9670,3063,11650,0,0,900,4742
"FULL",0,100,100,18661,0,1692,0,0,500,1950,0,0,0,300
"FULT",0,34089,100,149489,43196,35227,0,0,33901,118598,15600,0,20825,79776
"FUN",0,9650,100,127207,1600,2900,0,13341,10450,11763,400,500,400,4700
"FUNC",0,0,0,800,0,0,0,0,0,0,0,0,0,100
"FUND",0,0,0,33543,0,3555,0,0,1400,6195,0,0,0,800
"FUR",0,1500,200,37081,100,1279,0,12278,6305,4106,400,0,405,1600
"FURX",0,200,0,3780,0,300,0,0,700,716,0,0,0,100
"FVD",0,0,0,79426,900,6300,0,0,22397,1000,0,0,0,1067
"FVE",0,15800,100,165219,4700,9100,0,30000,11981,11350,1300,0,1200,16235
"FVI",0,0,0,260,0,0,0,0,100,0,0,0,0,0
"FVL",0,0,0,984,0,0,0,0,637,100,0,0,0,0
"FWDB",0,0,0,1042,0,0,0,0,600,0,0,0,0,0
"FWDD",0,0,0,1400,0,0,0,0,1400,0,0,0,0,0
"FWDI",0,0,0,500,0,0,0,0,0,0,0,0,0,0
"FWLT",0,12924,0,344768,40484,33744,0,0,56582,123790,8000,600,11620,58531
"FWM",0,9382,300,92526,2300,3400,0,0,11800,12821,0,0,900,9121
"FWRD",0,1100,0,7700,400,2000,0,0,2800,7461,0,0,100,1900
"FXA",0,0,0,16937,1800,400,0,0,10215,38383,0,0,200,20024
"FXB",0,0,0,7660,0,0,0,0,3000,1800,0,0,0,7100
"FXC",0,0,0,14232,0,700,0,0,3950,13650,0,0,300,9450
"FXCB",0,0,0,900,0,0,0,0,200,400,0,0,0,100
"FXCH",0,0,0,500,0,0,0,0,0,0,0,0,0,0
"FXCM",0,300,0,14405,1500,15014,0,5366,10358,7400,100,0,400,1500
"FXD",0,200,0,37511,100,0,0,0,214,200,0,0,0,200
"FXE",0,3300,0,47966,1700,7500,0,0,75300,82689,700,0,5000,72339
"FXEN",0,2900,0,215726,4173,19465,0,0,10900,49339,0,100,1800,12427
"FXF",0,0,0,9939,0,687,0,0,1938,2000,0,0,0,1400
"FXG",0,5100,0,63316,3170,2901,0,0,23550,7045,0,400,0,5674
"FXH",0,0,100,56541,0,0,0,0,7120,1100,0,100,600,1787
"FXI",0,145111,300,1729803,328551,317252,0,0,1723047,565274,100,4000,98463,991539
"FXL",0,0,0,40985,170,100,0,0,10591,1000,0,0,0,0
"FXN",0,0,0,16882,0,0,0,0,100,0,0,0,0,0
"FXO",0,0,0,49891,100,100,0,0,3056,2577,0,0,0,9379
"FXP",0,3485,0,121061,17000,18438,0,0,2500,6928,0,100,6100,13613
"FXR",0,15300,0,205786,11195,15479,0,0,56194,11777,0,5100,700,18449
"FXS",0,0,0,1418,0,0,0,0,100,0,0,0,0,0
"FXSG",0,0,0,300,0,0,0,0,0,0,0,0,0,0
"FXU",0,0,0,22263,0,2202,0,0,2197,1802,0,0,0,1802
"FXY",0,100,100,61446,6495,1600,0,0,80131,38300,0,0,300,37053
"FXZ",0,0,0,22409,0,0,0,0,9500,0,0,0,0,600
"FYC",0,0,0,3463,0,0,0,0,0,0,0,0,0,0
"FYT",0,0,0,2143,0,0,0,0,400,0,0,0,0,0
"FYX",0,200,0,14722,0,192,0,0,7042,0,0,0,200,655
"G",0,13000,100,190317,12341,7499,0,51858,30078,56643,1000,500,9821,52629
"GA",0,37510,500,814347,17399,101389,0,141848,189349,119581,1200,200,15251,79129
"GAB",0,5300,0,156952,4770,16038,0,22571,6200,1300,1300,700,11695,4900
"GABC",0,100,0,900,0,0,0,0,0,100,0,0,0,200
"GAF",0,0,0,1040,0,0,0,0,1400,307,0,0,0,0
"GAGA",0,0,0,5680,0,3600,0,0,0,100,0,0,0,3600
"GAI",0,0,0,9450,100,6595,0,0,300,550,0,0,0,100
"GAIA",0,0,0,1400,0,0,0,0,300,600,0,0,0,0
"GAIN",0,4027,100,60391,100,3800,0,0,2800,21507,100,0,840,3200
"GAINP",0,0,0,200,0,0,0,0,0,0,0,0,0,0
"GAL",0,0,0,8708,1000,0,0,0,1300,0,0,0,0,100
"GALE",0,13043,200,734914,19006,51580,0,0,28496,91050,665,2400,4800,18106
"GALT",0,600,200,34810,100,1250,0,0,700,1454,0,0,0,600
"GALTW",0,0,0,2440,0,1700,0,0,3600,800,0,0,0,0
"GAM",0,200,0,18536,100,500,0,5253,900,1400,0,200,0,100
"GAME",0,3700,0,119319,1300,9156,0,0,5863,9700,100,0,1400,10900
"GARS",0,100,100,13474,400,300,0,0,100,1200,0,0,0,100
"GAS",0,5900,400,149129,3662,2457,0,34574,47482,17658,800,300,1400,15293
"GASL",0,400,710,77391,440,3883,0,0,20642,3500,0,100,600,2100
"GASS",0,1111,200,132886,1100,40180,0,0,8746,45071,300,0,500,10489
"GASX",0,0,0,24833,0,1000,0,0,11203,0,0,0,0,700
"GASZ",0,0,0,8350,0,0,0,0,0,500,0,0,0,0
"GAT",0,0,1400,17058,0,100,0,0,1100,100,0,0,0,0
"GAZ",0,0,900,57749,0,2500,0,0,1600,2000,0,0,0,2200
"GB",0,1500,0,11124,400,600,0,3729,4068,2200,300,400,197,2700
"GBAB",0,200,550,64286,300,3099,0,12751,14371,200,0,0,600,2500
"GBB",0,0,0,172,0,0,0,0,0,0,0,0,0,0
"GBCI",0,2300,800,21746,2900,20600,0,0,6900,35626,300,0,1000,18513
"GBDC",0,7470,600,354579,5400,83145,0,0,37786,49301,600,400,1100,19161
"GBF",0,0,0,3181,0,0,0,0,600,609,0,0,0,0
"GBL",0,0,0,3800,200,1160,0,916,1200,0,100,0,100,700
"GBLI",0,100,0,5966,100,0,0,0,7080,400,0,0,100,0
"GBNK",0,0,0,11000,500,100,0,0,700,5760,100,0,100,300
"GBR",200,0,0,4050,0,400,0,0,0,0,0,0,0,0
"GBX",0,19700,519,57631,2100,20989,0,21240,19300,16085,600,700,8900,9400
"GCA",0,5400,400,313392,4700,11300,0,29650,11200,11859,2500,100,1100,12577
"GCAP",0,0,0,2726,100,700,0,5999,2700,2400,0,0,0,4698
"GCBC",0,0,0,400,0,0,0,0,0,0,0,0,0,0
"GCC",0,0,0,35040,500,3600,0,0,7589,500,0,0,100,0
"GCE",0,0,0,0,0,100,0,0,400,0,0,0,0,0
"GCH",0,0,0,10392,0,300,0,1200,2789,2700,0,0,500,900
"GCI",0,55818,3100,2175935,128029,319371,0,525329,474168,445858,15204,9700,35501,297168
"GCO",0,1600,100,22678,500,3800,0,15339,7302,2600,500,0,400,2000
"GCOM",0,700,200,40538,600,4717,0,0,3200,4700,0,0,200,2351
"GCV",0,0,0,6071,0,0,0,555,645,0,0,0,0,100
"GCVRZ",0,0,0,156511,4500,3500,0,0,200,4000,0,0,5200,9800
"GD",0,27250,800,220263,16086,41177,0,129510,62899,46212,8500,6800,10000,51808
"GDF",0,300,0,18161,0,300,0,3725,2200,400,0,0,0,300
"GDL",0,600,0,14713,400,500,0,4367,0,408,0,0,0,0
"GDO",0,200,0,20525,0,9696,0,3641,100,500,0,0,100,1394
"GDOT",0,1800,1100,78451,2292,14988,0,41222,14600,27302,800,0,5492,13014
"GDP",0,10600,0,156562,15013,33986,0,76575,46797,31026,6500,900,2800,14657
"GDV",0,2400,500,169812,200,6484,0,14723,20649,7336,7855,200,500,3391
"GDX",0,61363,100,2135030,216415,349185,0,0,518706,567529,5700,15800,161840,942127
"GDXJ",0,11200,100,1284523,31067,78415,0,0,221024,75403,100,2900,24952,157509
"GE",0,1767774,33112,21289729,1976944,1189632,0,3741563,1400100,2041378,148932,278561,461844,2345654
"GEB",0,1205,0,48208,1191,0,0,7578,300,100,0,0,100,0
"GEF",0,23284,0,58522,900,14453,0,11795,12114,8210,1100,600,800,5460
"GEH",0,100,0,55961,1800,2100,0,16975,1345,100,0,0,700,400
"GEL",0,3100,100,91589,691,12383,0,13752,16463,4684,900,600,0,2100
"GEMS",0,0,0,300,0,0,0,0,5500,0,0,0,0,0
"GENC",0,100,0,2800,0,3300,0,0,0,0,0,0,0,0
"GENE",0,0,0,25238,0,500,0,0,0,100,0,0,0,0
"GENT",0,0,0,13300,0,0,0,0,3600,1300,0,0,0,300
"GEO",0,5000,400,79871,3399,7304,0,62107,21330,18844,2200,400,3800,8160
"GEOS",0,1000,0,51407,6266,18667,0,0,6100,23103,0,0,900,4700
"GEQ",0,600,0,15937,0,0,0,2600,600,100,0,100,0,800
"GERJ",0,0,0,1600,0,0,0,0,0,0,0,0,0,0
"GERN",600,2700,0,245389,9077,28546,0,0,22153,56303,900,200,7520,10782
"GES",0,15915,200,112495,10109,17562,0,50768,40392,32983,5873,0,13600,10353
"GEVA",0,2900,0,22080,700,2441,0,0,4528,4253,0,0,0,1200
"GEVO",0,900,0,166475,900,12300,0,0,14006,26031,2300,200,2400,15805
"GEX",0,0,0,7625,0,400,0,0,400,0,0,0,0,0
"GF",0,0,0,12709,200,0,0,1530,5100,0,0,0,200,400
"GFA",0,50352,500,299850,20156,68032,0,220509,72324,40719,1800,14200,5277,84223
"GFED",0,0,0,0,0,0,0,0,0,219,0,0,0,0
"GFF",0,600,100,31789,1600,2090,0,11797,19740,4800,1000,0,400,3527
"GFI",0,123878,500,747020,98918,158229,0,327214,180923,177185,7600,13600,36651,231168
"GFIG",0,3200,0,185244,5000,15434,0,36876,18952,22675,100,0,1565,8307
"GFN",0,0,0,400,0,300,0,0,0,100,0,0,0,0
"GFY",0,0,0,6726,0,0,0,2200,1900,1200,0,0,0,200
"GG",0,227934,5165,1140258,55648,148444,0,380255,169769,276901,51073,36600,50987,276648
"GGAL",0,2600,0,78854,200,900,0,0,100,10200,0,0,0,4968
"GGB",0,81161,800,457563,30947,101518,0,544202,223594,162250,10000,88748,13492,183981
"GGE",0,0,0,9913,0,200,0,2100,0,100,0,0,0,0
"GGG",0,16202,0,12478,1182,5838,0,20273,7194,11434,600,900,500,3900
"GGGG",0,0,0,7800,0,3200,0,0,12100,100,0,0,0,100
"GGN",21118,200,1400,534479,2200,45924,0,0,28241,32947,1000,7019,2828,4242
"GGP",0,87633,300,1285236,47836,81777,0,268338,173300,126045,45847,3800,24338,226940
"GGS",0,2500,300,44062,2400,500,0,5029,6049,14992,200,600,4600,4200
"GGT",0,0,0,23614,100,4524,0,200,0,0,100,0,0,400
"GHDX",0,2015,100,44251,600,12625,0,0,3500,25292,0,0,200,7010
"GHI",0,0,0,21180,0,1300,0,3026,2400,1158,0,0,0,0
"GHL",0,8700,1000,62591,2134,19627,0,29275,23515,19107,2300,500,2400,16197
"GHM",300,100,100,2497,100,100,0,0,1000,0,0,0,0,100
"GHY",0,4900,300,86119,4077,8183,0,36274,7455,3914,0,2000,6390,2000
"GHYG",0,0,0,2054,0,0,0,0,3400,0,0,0,0,100
"GIB",0,4603,700,8210,2400,2718,0,11008,1500,7100,1200,200,4000,10988
"GIFI",0,790,0,14301,0,1282,0,0,2200,4579,0,100,200,1900
"GIG",0,0,0,16450,0,500,0,0,20600,0,0,0,0,0
"GIGA",0,0,0,700,0,0,0,0,0,0,0,0,0,0
"GIGM",0,0,0,7500,0,0,0,0,300,480,0,0,0,100
"GII",0,0,0,900,0,0,0,0,1800,0,0,0,0,0
"GIII",0,2400,100,58667,1472,20607,0,0,23991,14347,0,0,1800,9440
"GIL",0,8200,0,56788,5900,18129,0,32103,32081,24445,1200,1900,2900,9111
"GILD",19680,52766,18372,3267122,129305,439984,0,0,485345,961185,11100,4100,40353,700022
"GILT",0,0,0,5047,200,1675,0,0,11890,1010,0,0,0,0
"GIM",0,2200,0,131436,800,4500,0,11381,13704,6900,0,300,8146,1400
"GIS",0,22267,2600,876488,28751,130672,0,255895,112496,124469,4400,7600,10762,143087
"GIVE",0,0,0,243,0,0,0,0,700,0,0,0,0,0
"GIVN",0,700,0,4015,0,100,0,0,800,500,0,0,400,500
"GIY",0,0,0,650,0,0,0,0,0,0,0,0,0,0
"GJH",0,0,0,5630,0,0,0,0,300,100,0,0,0,0
"GJO",0,0,0,1000,0,0,0,900,700,100,0,0,0,0
"GJR",0,0,0,0,0,0,0,1100,0,0,0,0,0,0
"GJV",0,0,0,0,0,0,0,103,0,0,0,0,0,0
"GK",0,1000,0,7253,600,763,0,0,1900,3500,100,0,0,700
"GKM",0,0,0,14673,0,0,0,5184,935,0,0,0,0,300
"GKNT",0,0,0,1900,0,0,0,0,0,544,0,0,0,100
"GLAD",0,800,1352,37060,200,4307,0,0,563,20107,0,0,200,2000
"GLADP",0,0,0,300,0,0,0,0,0,0,0,0,0,0
"GLBS",0,0,0,1200,0,0,0,0,0,400,0,0,0,0
"GLCB",0,0,0,157,0,0,0,0,0,0,0,0,0,0
"GLCH",0,0,3800,18100,0,0,0,0,6300,100,0,0,0,0
"GLD",0,62639,200,2608909,152071,331909,39304,0,899400,715919,6700,41500,112734,442305
"GLDC",0,0,0,3118,0,0,0,0,0,100,0,0,0,0
"GLDD",0,5000,1000,134851,8174,9970,0,0,28637,35338,3400,200,3200,20705
"GLDI",0,0,0,4000,0,0,0,0,100,400,0,0,0,0
"GLDX",0,100,0,98495,1100,900,0,0,14757,100,0,0,900,300
"GLF",0,5000,0,17282,400,12481,0,11040,8468,3800,400,400,1600,1600
"GLL",0,527,0,147393,9846,14611,0,0,39567,10907,0,0,13223,37664
"GLNG",0,10200,100,194080,3300,35674,0,0,12100,38428,1500,0,3600,4900
"GLO",1100,0,200,49609,411,1466,0,0,7946,5402,400,0,500,1100
"GLOG",0,1400,0,31849,1500,4167,0,10516,4998,2100,100,0,500,1000
"GLOW",0,0,0,14143,0,0,0,0,0,0,0,0,0,0
"GLP",0,900,0,27809,100,1191,0,2913,2000,700,200,0,1600,400
"GLPW",0,800,0,18621,348,970,0,0,2900,3368,200,0,200,1900
"GLQ",400,0,0,11122,0,500,0,0,1475,100,300,0,0,100
"GLRE",0,800,100,14319,700,1200,0,0,2500,12120,300,0,500,2500
"GLT",0,3900,400,114884,1542,21115,0,20795,14215,22533,1600,500,7450,5300
"GLTR",0,0,0,9425,100,700,0,0,1889,200,0,0,700,0
"GLU",1300,0,0,9681,100,200,0,0,300,0,100,0,0,0
"GLUU",8329,18000,1788,1659702,30055,634076,0,0,64919,268428,900,700,20100,89400
"GLV",200,0,0,6550,100,3776,0,0,300,300,100,0,0,100
"GLW",0,279878,21057,2804726,327652,483158,0,843222,399530,563674,34141,48900,97412,511481
"GM",0,116633,8739,2110089,112791,270051,0,630016,363218,333620,12900,50600,31316,349757
"GMA",0,0,0,2807,0,0,0,1800,900,0,0,0,0,0
"GMAN",0,800,300,24291,300,4500,0,0,1600,3140,400,0,300,1200
"GMCR",0,19356,1800,1073529,33509,172342,0,0,128440,188631,4400,200,9300,64172
"GME",0,55781,600,809491,36628,107386,0,89290,79280,87178,6400,5000,5919,68780
"GMED",0,6800,0,242011,1200,9270,0,13727,43216,5370,300,0,1100,7750
"GMF",0,0,0,50270,300,800,0,0,15189,2754,0,0,0,3367
"GMFS",0,0,0,200,0,0,0,0,0,0,0,0,0,0
"GMK",0,0,0,2402,0,0,0,1000,111,0,0,0,0,0
"GML",0,100,0,2433,0,200,0,0,1100,528,0,0,0,0
"GMLP",0,600,0,25100,800,2200,0,0,4100,3166,0,0,200,1300
"GMM",0,0,0,1835,0,0,0,0,400,0,0,0,0,200
"GMO",22729,1924,3000,242330,1900,3100,0,0,40925,42371,600,100,500,11069
"GMT",0,12400,0,62137,300,5905,0,19593,12533,8400,300,1600,5200,7091
"GMTB",0,0,0,674,0,0,0,0,0,0,0,0,0,0
"GNAT",0,0,0,24149,0,0,0,0,600,0,0,0,0,0
"GNC",0,40600,1300,802279,10082,72351,0,102541,97540,74024,3600,10552,10706,38136
"GNCMA",0,6330,400,24400,4021,5472,0,0,4426,15011,900,0,2953,9113
"GNE",0,0,0,10742,200,3588,0,4900,9400,1948,0,0,600,300
"GNI",0,600,0,10913,0,875,0,0,0,100,400,0,0,0
"GNK",0,7464,700,250123,4621,34908,0,61634,44560,35407,1500,100,3530,10066
"GNMA",0,0,0,1031,0,0,0,0,0,0,0,0,0,0
"GNMK",0,700,0,65646,400,2589,0,0,11390,7286,0,200,200,2091
"GNR",0,0,0,14331,0,200,0,0,1499,706,0,0,0,1150
"GNRC",0,3121,0,54359,4993,6704,0,20523,47249,12500,100,200,2100,7500
"GNT",0,100,0,72913,100,8333,0,6428,5990,400,0,1600,300,5580
"GNTX",0,14978,400,320806,40166,64043,0,0,73203,116919,24643,500,9300,57684
"GNVC",0,0,0,8515,0,0,0,0,0,0,0,0,0,0
"GNW",0,163930,800,1809146,122726,162906,0,415978,206276,428458,31060,73428,39717,253300
"GOF",0,900,0,27210,0,300,0,4121,400,300,0,0,0,300
"GOL",0,27700,1100,221915,24240,92808,0,158198,134030,84138,7100,2600,11350,101973
"GOLD",0,22001,0,134775,14974,21785,0,0,32090,58558,700,100,7513,31710
"GOM",0,2400,0,30439,100,1700,0,19442,6004,1620,200,0,300,2100
"GOOD",0,1300,0,46835,200,11392,0,0,5942,13736,0,0,700,3785
"GOODN",0,0,0,400,0,0,0,0,0,0,0,0,0,0
"GOODO",0,0,0,695,0,0,0,0,0,0,0,0,0,0
"GOODP",0,0,0,1155,0,0,0,0,0,0,0,0,0,0
"GOOG",0,22500,1529,625956,26274,59684,0,0,135150,136688,600,0,8700,87229
"GORO",122656,3200,0,74253,1600,8765,0,0,5423,11625,500,300,1500,5100
"GOV",0,6100,737,158622,5100,19612,0,94935,32324,28846,6846,400,2500,33855
"GOVT",0,100,0,18081,0,0,0,0,563,0,0,0,100,300
"GPC",0,12000,400,168368,5300,25719,0,109537,49261,41750,7800,7000,5800,25591
"GPI",0,3500,0,22213,1000,1300,0,37536,7100,3658,700,1200,1631,3500
"GPIC",0,0,0,1600,0,700,0,0,700,200,0,0,0,0
"GPK",0,49645,900,229013,65938,80588,0,91910,85429,53735,16600,5035,12900,80160
"GPL",6090,1100,4300,180925,2112,15225,0,0,10814,5000,0,0,300,400
"GPM",0,0,0,22285,285,1805,0,3361,1773,600,0,0,0,800
"GPN",0,7500,1100,234085,19170,31805,0,78730,33697,42776,10600,700,5400,22100
"GPOR",0,8373,300,155367,16793,41464,0,0,47949,74146,2300,500,5000,23079
"GPRC",0,0,0,664,0,0,0,0,0,100,0,0,0,0
"GPRE",0,1600,0,124177,2600,6800,0,0,8670,30375,100,400,1400,20497
"GPS",0,32906,900,545177,68385,162016,0,236634,166316,281243,56256,9900,18500,136915
"GPT",0,2200,100,110276,1500,16100,0,22300,10651,7318,1300,0,2300,4900
"GPX",0,600,0,7364,300,100,0,7300,2100,1900,0,0,0,400
"GRA",0,8900,400,111998,1100,15836,0,27473,42543,20020,1100,0,3300,14180
"GRC",0,0,0,1670,0,0,0,0,100,0,0,0,0,100
"GREK",0,0,100,5754,0,0,0,0,0,0,0,0,0,0
"GRES",0,0,0,3935,0,0,0,0,200,0,0,0,0,500
"GRF",0,0,130,2100,0,0,0,0,0,100,0,0,200,789
"GRFS",0,9800,500,55491,1703,8700,0,0,60621,25641,0,100,1100,4800
"GRH",400,1200,0,23586,100,4300,0,0,0,4550,100,0,0,100
"GRI",0,220,0,16518,0,689,0,0,2636,0,0,0,0,0
"GRID",0,0,0,200,0,0,0,0,0,0,0,0,0,0
"GRIF",0,0,0,0,0,0,0,0,0,300,0,0,0,0
"GRMN",0,4323,300,215122,20142,39053,0,0,30568,127141,600,300,4600,36544
"GRN",0,0,0,0,0,0,0,0,0,100,0,0,0,0
"GRO",0,0,0,55362,400,6000,0,200,100,357,0,0,600,0
"GROW",0,0,0,18005,0,4476,0,0,0,9927,0,0,0,100
"GRPN",14896,35631,400,1820703,83059,495222,0,0,260239,554337,5056,9700,50362,408657
"GRR",0,100,0,6029,0,100,0,3956,100,709,0,0,400,500
"GRT",0,8000,1521,251635,15532,10475,0,61964,27279,29407,10100,500,5300,30603
"GRU",0,0,0,2100,0,0,0,0,1000,0,0,0,0,100
"GRVY",0,0,0,3515,0,0,0,0,0,3200,0,0,0,0
"GRX",0,0,0,6794,0,200,0,1293,400,1200,0,0,0,0
"GS",0,172514,1400,784497,34574,100133,0,147082,183280,171262,2000,13450,12760,86043
"GSB",0,0,0,5889,0,0,0,0,0,0,0,0,0,0
"GSBC",0,100,100,4300,600,992,0,0,700,1900,0,0,0,3021
"GSC",0,0,0,1330,0,0,0,0,0,100,0,0,0,1850
"GSE",0,300,0,11181,0,200,0,20134,1400,400,0,0,200,1800
"GSF",0,0,0,33134,1298,400,0,17283,841,0,0,0,1386,1000
"GSG",0,100,100,40286,0,0,0,0,7296,1100,0,0,0,1500
"GSH",0,0,0,5877,100,0,0,400,200,100,0,0,100,0
"GSI",0,100,0,8422,0,200,0,500,0,2457,0,0,0,500
"GSIG",0,300,0,14200,434,400,0,0,2745,2749,0,0,300,800
"GSIT",0,0,0,2664,0,0,0,0,1200,300,0,0,0,0
"GSJ",0,0,0,12069,0,100,0,6726,500,100,100,0,0,100
"GSJK",0,0,0,3199,0,700,0,0,0,500,0,0,0,0
"GSK",0,14371,1800,991394,23938,113121,0,204837,328650,118730,11900,9400,15930,179922
"GSL",0,1900,200,24257,0,1100,0,2198,1950,600,0,0,500,500
"GSM",0,2700,100,75669,1900,11308,0,0,6700,24172,100,100,900,5900
"GSOL",0,100,0,5517,0,500,0,0,200,500,0,0,200,0
"GSP",0,0,0,19752,0,0,0,0,352,0,0,0,0,200
"GSS",27205,11719,16205,423116,23015,37965,0,0,5715,16002,200,1130,3400,12822
"GST",11600,12592,200,277991,9879,33321,0,0,37805,41561,1100,600,7301,27650
"GSV",216,0,200,63502,1000,1800,0,0,1200,2300,0,0,0,700
"GSVC",0,879,0,42428,600,1600,0,0,4562,5400,500,0,400,6093
"GSY",0,0,0,12104,0,0,0,0,801,0,0,0,0,0
"GT",10340,20837,300,831010,42097,125991,0,0,174345,242184,4100,6000,31042,138475
"GTAA",0,0,0,2443,0,0,0,0,1124,0,0,0,0,0
"GTAT",29395,26779,0,2303046,54630,393770,0,0,305962,447968,4100,700,65352,121253
"GTE",25300,25438,100,863527,7369,37678,0,0,20798,35505,4200,2700,9562,87901
