;A;B;C;D;J;K;M;N;P;Q;W;X;Y;Z
RWX;0;200;0;5078;0;470;0;0;5555;1495;0;0;300;6200
RXI;0;0;0;100;0;930;0;0;126;0;0;0;0;0
RXN;0;100;0;2727;200;500;0;2922;642;100;200;0;300;200
RY;0;1449;0;9750;900;1300;0;3898;1551;1000;100;0;1200;2000
RYAAY;0;600;100;2400;327;100;0;0;900;1000;0;0;700;200
RYJ;0;0;0;365;0;0;0;0;0;0;0;0;0;0
RYL;0;4100;100;15694;900;3291;0;12267;2773;4700;1046;0;800;3670
RYN;0;2515;200;7700;100;800;0;4605;1413;1289;500;0;500;900
RYT;0;0;0;205;0;0;0;0;0;0;0;0;0;0
RYU;0;0;0;100;0;0;0;0;0;0;0;0;0;0
RZV;0;0;0;100;0;0;0;0;100;0;0;0;100;0
S;0;310726;0;1050639;109470;49006;0;104690;243922;133549;17570;16300;30956;182692
SA;0;1723;300;3137;297;923;0;2153;2489;947;500;200;100;1100
SAAS;0;500;0;12850;2300;400;0;0;2900;2913;0;0;0;1537
SAFM;0;300;0;1988;0;200;0;0;263;1466;0;0;100;100
SAFT;0;0;0;600;0;300;0;0;0;1100;0;0;0;100
SAGG;0;0;0;100;0;0;0;0;0;0;0;0;0;0
SAH;0;1891;100;5435;1100;700;0;4297;1400;1464;400;100;1300;1300
SAI;0;16911;100;55553;8057;2998;0;11661;3726;14294;200;600;2000;6103
SAIA;0;100;0;2300;0;200;0;0;600;1710;0;0;0;300
SALM;0;0;0;700;0;100;0;0;100;500;0;0;0;0
SAM;0;100;0;3600;0;100;0;200;300;100;0;0;400;0
SAN;0;120184;400;128837;16075;14575;0;45902;20530;8837;14125;534;3800;11358
SAND;2800;1000;0;10993;600;600;0;0;2000;1400;0;0;700;1300
SANM;0;5063;500;40185;5864;6791;0;0;4410;22430;2300;300;5600;10560
SANW;0;100;0;100;0;0;0;0;100;472;0;0;0;200
SAP;0;2767;0;8800;800;2296;0;9359;1200;2304;100;0;1100;1500
SAPE;0;1200;0;15700;500;1500;0;0;2545;8568;200;0;400;4353
SARA;300;0;0;897;0;0;0;0;0;100;0;0;0;100
SASR;0;0;0;0;0;0;0;0;800;1820;0;0;0;0
SATS;0;200;0;400;400;200;0;0;632;619;100;0;100;300
SAVE;0;1100;0;29626;1000;3317;0;0;2300;12449;100;100;600;2700
SB;0;200;0;1400;0;0;0;1700;900;1200;0;0;400;100
SBAC;0;800;100;9493;4300;3084;0;0;3800;10589;1400;200;3400;4400
SBB;0;0;0;100;0;0;0;0;100;0;0;0;0;0
SBCF;0;200;0;900;200;767;0;0;300;1917;0;0;100;1400
SBGI;0;1412;0;14420;1100;4369;0;0;3464;9555;1659;100;1900;4915
SBGL;0;600;0;4859;100;300;0;0;700;100;0;0;100;900
SBH;0;1900;100;8010;900;857;0;3998;613;2513;1000;0;1200;1400
SBI;0;0;0;1000;0;0;0;0;100;0;0;0;0;0
SBND;0;0;0;0;0;0;0;0;0;100;0;0;0;0
SBNY;0;1800;0;47800;900;4297;0;0;4646;10698;700;0;2300;2668
SBNYW;0;0;0;200;0;0;0;0;0;0;0;0;0;0
SBR;0;0;0;600;0;0;0;0;0;0;0;0;0;100
SBRA;0;0;100;1400;0;200;0;0;600;800;0;0;0;1600
SBRAP;0;0;0;0;0;0;0;0;0;0;0;0;0;600
SBS;0;1599;100;9982;300;300;0;7806;1300;1200;938;100;300;915
SBSI;0;700;0;5377;0;700;0;0;300;2700;0;100;0;200
SBUX;0;2900;200;71046;8977;7427;0;0;13300;34664;400;0;1600;27929
SBW;0;200;0;3088;0;0;0;100;0;100;0;0;0;100
SBY;0;1113;200;13428;300;1262;0;32717;918;1100;0;0;400;600
SCBT;0;0;0;300;100;100;0;0;100;100;0;0;100;0
SCCO;0;3900;100;32885;5485;3844;0;9712;4100;6907;1400;100;1100;1300
SCD;0;100;0;1620;0;0;0;0;0;0;0;0;0;200
SCG;0;2897;300;17805;2000;1100;0;9333;1500;6605;700;1000;1917;4500
SCHA;0;0;0;8700;0;0;0;0;1025;300;0;0;100;100
SCHB;0;0;0;1000;0;100;0;0;100;1103;0;0;0;0
SCHC;0;0;0;100;0;0;0;0;0;0;0;0;0;0
SCHD;0;0;0;990;200;0;0;0;600;0;0;0;0;900
SCHE;0;0;0;500;0;0;0;0;0;0;0;0;0;0
SCHF;0;0;0;1170;0;0;0;0;0;0;0;0;0;0
SCHG;0;0;0;850;1030;0;0;0;0;0;0;0;0;0
SCHH;0;0;0;595;0;0;0;0;800;0;0;0;0;0
SCHL;0;800;0;2400;100;300;0;0;1400;3518;0;0;0;1056
SCHM;0;0;0;200;300;0;0;0;0;0;0;0;0;0
SCHN;0;0;0;2507;900;1200;0;0;1315;6676;300;0;500;1100
SCHO;0;0;0;100;0;1100;0;0;0;0;0;0;0;200
SCHP;0;0;0;600;0;0;0;0;0;0;0;0;0;0
SCHR;0;0;0;0;0;0;0;0;100;0;0;0;0;0
SCHV;0;0;0;0;925;0;0;0;9200;0;0;0;0;0
SCHW;0;35567;0;227569;11351;11834;0;58040;7844;21842;5700;600;6296;20146
SCHX;0;0;0;0;0;0;0;0;0;0;0;0;0;638
SCHZ;0;0;0;150;0;0;0;0;0;0;0;0;0;0
SCI;0;5192;351;27315;3403;2116;0;25023;1945;6317;200;100;1000;2449
SCIF;0;0;0;3522;0;0;0;0;0;0;0;0;0;0
SCIN;0;0;0;200;0;0;0;0;0;0;0;0;0;0
SCJ;0;0;0;0;0;0;0;0;100;0;0;0;0;0
SCL;0;1300;0;2200;0;200;0;1314;300;100;0;0;100;400
SCLN;0;100;0;6600;115;300;0;0;0;1502;0;0;0;300
SCM;0;0;0;100;0;0;0;300;0;0;0;0;0;0
SCMP;0;1000;0;56434;1500;2800;0;0;3400;12539;100;200;300;3263
SCO;0;0;0;3571;400;400;0;0;600;300;0;0;300;400
SCON;0;1000;0;46793;5990;13251;0;0;8198;6738;200;100;0;4700
SCOR;0;100;0;1100;100;300;0;0;337;2836;0;0;0;200
SCPB;0;0;0;3386;100;146;0;0;7150;0;0;0;0;200
SCR;0;0;0;0;0;0;0;500;0;0;0;0;0;0
SCS;0;3101;100;4300;300;100;0;4507;1522;1200;200;0;700;1800
SCSC;0;400;0;1952;100;0;0;0;800;1200;0;0;400;200
SCSS;0;3097;0;58815;4400;4200;0;0;11300;25180;100;0;4400;11853
SCTY;0;1444;0;21234;400;1249;0;0;1900;3728;100;0;0;700
SCU;0;0;0;0;0;0;0;100;0;0;0;0;0;0
SCVL;0;200;0;2100;400;500;0;0;700;5527;100;100;200;600
SCX;0;0;0;0;0;0;0;600;0;0;0;0;0;0
SCZ;0;100;0;539;100;200;0;0;0;0;0;0;0;0
SD;0;24593;0;167565;14251;4942;0;16058;6000;14147;0;0;2382;19277
SDA;0;0;0;800;0;0;0;0;0;0;0;0;0;0
SDIV;0;0;0;20790;0;0;0;0;4700;4700;0;0;0;5800
SDLP;0;100;0;966;0;0;0;0;0;100;0;0;0;0
SDOG;0;0;0;3390;0;0;0;0;0;0;0;0;0;0
SDOW;0;500;0;6450;0;1600;0;0;0;1379;0;200;0;300
SDR;0;751;0;5680;100;300;0;1400;500;800;200;400;0;600
SDRL;0;3100;100;35752;5962;1063;0;18702;6462;4565;3500;0;2900;5700
SDS;0;18760;2000;311072;17058;24934;0;0;42267;35395;500;2350;12958;28008
SDT;0;400;0;6372;200;200;0;1754;200;0;0;0;100;0
SDY;0;0;0;13662;646;1945;0;0;550;1818;0;0;834;4353
SDYL;0;0;0;0;0;0;0;0;200;0;0;0;0;0
SE;0;12065;0;55585;9138;5000;0;29954;4600;3800;1228;1300;4912;5443
SEA;0;0;0;2400;0;0;0;0;0;0;0;0;0;0
SEAC;0;300;0;200;300;700;0;0;500;4171;0;0;0;1500
SEAS;0;2582;0;15970;3200;1865;0;6700;1820;7300;0;900;5100;2300
SEB;10;0;0;75;2;3;0;0;14;8;0;0;0;0
SEE;0;4684;100;35537;4400;1800;0;11775;3155;3000;600;200;400;10500
SEED;0;0;0;0;0;1000;0;0;0;100;0;0;0;0
SEF;0;0;0;0;0;0;0;0;0;100;0;0;0;0
SEIC;0;1100;200;29144;400;2300;0;0;2812;9554;500;100;600;4579
SEM;0;1500;200;6100;1300;860;0;18962;4690;5243;1100;0;800;1800
SEMG;0;112;0;300;0;200;0;1644;1230;200;100;0;100;300
SENEA;0;0;0;0;0;0;0;0;100;500;0;0;0;0
SEP;0;2200;0;6100;0;400;0;9200;2358;4600;0;100;0;400
SF;0;3314;0;7570;1900;300;0;5070;2483;1700;3701;100;400;900
SFB;0;0;0;0;0;0;0;1200;0;0;0;0;0;0
SFD;0;6692;100;77758;2884;4800;0;10196;5580;4325;3600;100;2600;7198
SFE;0;696;0;200;0;100;0;529;200;300;0;0;0;100
SFG;0;2649;0;6000;200;1200;0;6769;900;900;0;0;400;900
SFI;0;5600;0;12487;3700;1000;0;9384;2100;1195;100;200;1394;3310
SFL;0;1600;100;3700;500;1486;0;6526;1298;2012;300;200;400;1108
SFLY;0;616;0;11571;500;300;0;0;1786;6499;0;0;300;1900
SFN;0;0;0;0;0;0;0;800;0;0;0;0;0;0
SFNC;0;300;0;400;0;0;0;0;1000;2700;0;0;0;200
SFUN;0;600;0;3200;200;1600;0;1780;800;1800;0;0;0;200
SFY;0;6015;0;9830;1400;511;0;12716;3752;3372;500;0;800;3060
SGEN;0;2000;100;18220;1400;600;0;0;2500;16267;800;0;1500;3851
SGF;0;0;0;800;0;0;0;0;0;0;0;0;0;0
SGG;0;0;0;100;0;0;0;0;0;0;0;0;0;0
SGI;0;500;0;4900;0;500;0;0;300;692;0;0;200;300
SGK;0;0;0;0;0;202;0;0;100;0;0;0;0;0
SGL;0;0;0;2992;0;0;0;0;0;0;0;0;0;0
SGMA;0;0;0;200;0;0;0;0;0;0;0;0;0;0
SGMO;0;600;0;5928;1700;3756;0;0;2973;5287;100;0;1400;1400
SGMS;0;3190;0;7298;2400;2600;0;0;400;1100;2100;0;1000;2180
SGNT;0;0;0;100;0;0;0;0;100;200;0;0;0;0
SGOL;0;286;0;309;100;0;0;0;1000;400;0;0;200;0
SGU;0;0;0;400;0;0;0;100;0;0;0;0;0;0
SGY;0;4100;0;37464;1200;2600;0;11243;2246;3400;1400;1300;800;1100
SGYP;0;2600;0;50816;2694;10229;0;0;3500;11368;700;0;1932;3941
SGZA;0;0;0;3400;0;0;0;850;0;0;0;0;0;0
SH;0;17062;0;45825;643;400;0;0;7082;3100;0;0;0;300
SHEN;0;0;0;2100;100;300;0;0;100;600;0;0;0;200
SHFL;0;1200;0;10100;1500;704;0;0;400;5589;400;0;600;600
SHG;0;1600;100;1700;500;1000;0;9206;1600;3900;100;800;0;2548
SHI;0;0;0;350;0;0;0;300;0;0;0;0;0;0
SHLD;0;500;0;9500;400;1300;0;0;3797;5522;0;0;200;1584
SHLM;0;203;0;3948;100;1100;0;0;1000;4757;200;0;0;1500
SHLO;0;0;0;0;0;0;0;0;0;400;0;0;0;0
SHM;0;0;0;24522;0;8300;0;0;8300;5600;0;0;0;5400
SHO;0;10512;200;16099;9947;1500;0;32582;5999;3000;4900;100;3800;13604
SHOO;0;200;0;14489;300;1962;0;0;2646;6546;200;0;0;836
SHOR;0;0;0;5600;200;300;0;0;2500;1800;0;0;100;2300
SHOS;0;0;0;1300;0;0;0;0;0;300;0;0;200;200
SHPG;0;300;100;5500;0;200;0;0;700;3959;0;0;478;1000
SHV;0;0;0;1201;0;0;0;0;0;0;0;0;6292;100
SHW;0;3400;0;5500;600;1500;0;6934;2500;3582;400;0;700;1100
SHY;0;100;0;6404;998;300;0;0;4581;0;0;0;400;4202
SI;0;600;0;3500;400;442;0;300;800;1100;0;0;700;500
SIAL;0;1800;300;22312;1200;2100;0;0;3200;13869;0;200;300;6202
SID;0;41963;0;55518;10038;3500;0;29089;7200;3988;100;2000;8157;4747
SIF;100;0;0;0;0;0;0;0;0;0;0;0;0;0
SIFI;0;0;0;100;0;0;0;0;0;200;0;0;0;0
SIFY;0;0;0;3700;0;186;0;0;0;0;0;0;0;500
SIG;0;600;0;5300;400;1100;0;2807;1900;1800;0;0;600;800
SIGA;0;700;100;9927;800;2147;0;0;4200;2700;300;0;200;1100
SIGI;0;1800;0;1959;300;0;0;0;400;5636;0;0;643;800
SIGM;0;100;0;2279;500;700;0;0;200;2565;0;0;400;100
SIL;0;0;0;2200;0;400;0;0;1300;900;0;0;100;0
SILC;0;0;0;720;0;0;0;0;0;300;0;0;0;100
SIM;200;200;0;200;0;0;0;0;0;0;0;0;0;0
SIMG;0;2038;0;6100;2200;0;0;0;400;1795;0;0;800;2656
SIMO;0;0;0;4270;300;100;0;0;100;819;100;0;200;200
SINA;0;2584;100;23808;2600;4739;0;0;1600;18454;0;0;200;3100
SINF;0;0;0;0;0;0;0;0;1900;0;0;0;0;0
SIR;0;200;0;2200;400;100;0;4040;0;700;0;0;100;1660
SIRI;2900;191587;0;1026085;265575;176311;0;0;195705;849575;28630;44500;164992;155774
SIRO;0;700;0;1400;0;400;0;0;400;1581;0;0;0;100
SIVB;0;600;0;2600;200;675;0;0;1862;2934;0;0;100;400
SIVR;0;0;0;1800;100;0;0;0;600;100;0;0;0;200
SIX;0;1108;0;10400;300;3450;0;5726;1660;2564;300;100;400;3592
SJB;0;0;0;200;0;0;0;0;0;0;0;0;0;200
SJI;0;2262;0;6585;200;1000;0;7891;2317;1664;600;100;787;2614
SJM;0;100;200;11353;300;2904;0;5715;4647;1317;100;300;800;425
SJNK;0;0;0;12192;0;100;0;0;1500;0;100;0;100;630
SJR;0;700;0;900;100;1183;0;4731;169;300;400;0;100;600
SJT;0;423;0;3084;0;100;0;803;200;600;100;0;0;1012
SJW;0;100;0;1213;100;300;0;1500;100;500;0;0;600;0
SKBI;0;0;0;2600;0;0;0;0;0;0;0;0;0;0
SKF;0;800;0;8335;300;1400;0;0;1800;6300;0;900;0;4228
SKH;0;667;100;100;100;0;0;1523;1000;400;0;0;0;1100
SKM;0;4385;100;18033;1758;3510;0;4254;1500;768;700;200;900;1600
SKS;0;17720;0;71349;11819;4141;0;31152;6100;16900;500;300;2700;14142
SKT;0;2000;0;9600;100;300;0;2460;400;500;100;0;200;1100
SKUL;0;300;0;2660;700;300;0;0;900;700;300;0;100;400
SKX;0;1522;0;11000;400;1100;0;16767;906;2200;0;0;400;800
SKYW;0;1447;100;5400;700;900;0;0;1600;12632;100;100;900;2700
SKYY;0;0;0;1600;0;0;0;0;0;100;0;0;0;0
SLA;0;0;0;820;0;0;0;0;0;0;0;0;0;0
SLAB;0;2000;0;4710;300;800;0;0;4011;6617;0;0;300;1400
SLB;0;13539;100;70127;7931;6262;0;38373;8065;10747;0;700;2700;12237
SLCA;0;200;0;11170;100;7291;0;2481;800;1300;700;0;0;600
SLF;0;1800;0;4374;2000;1102;0;8252;2651;3200;400;100;1500;2200
SLG;0;4300;0;42841;1100;2068;0;10718;5225;6287;200;500;3502;4200
SLGN;0;1000;0;8736;700;2000;0;0;2100;5710;100;100;700;2568
SLH;0;400;200;4300;300;400;0;1219;1917;936;500;100;700;1100
SLM;0;5711;0;57067;4476;7318;0;0;18896;96715;500;400;6479;20780
SLMAP;0;0;0;0;0;0;0;0;0;0;0;0;0;200
SLMBP;0;0;0;306;0;0;0;0;0;0;0;0;0;0
SLRC;0;1500;0;7552;100;800;0;0;200;3505;600;0;200;800
SLTM;0;200;0;15200;1700;400;0;0;700;5090;0;0;100;400
SLV;0;15916;0;170026;19428;11733;0;0;29097;30972;1100;2400;12831;25408
SLW;0;9100;0;81067;6946;18246;0;28314;27584;19768;2400;4000;2886;22401
SLX;0;0;0;200;0;0;0;0;630;300;0;0;0;200
SLXP;0;900;100;24500;100;1106;0;0;1700;5550;200;0;0;4900
SLY;0;0;0;0;0;139;0;0;0;0;0;0;0;0
SLYV;0;0;0;0;0;0;0;0;294;0;0;0;0;0
SM;0;5344;400;25108;2300;4673;0;28502;7939;5300;900;2000;2600;3500
SMA;0;1100;0;1100;100;200;0;5807;2347;1200;0;0;0;400
SMB;0;0;0;8534;0;800;0;0;1199;100;100;0;0;0
SMCI;0;0;100;5730;300;700;0;0;832;1519;0;0;0;600
SMDD;0;0;0;200;0;0;0;0;0;0;0;0;0;0
SMF;0;100;0;601;0;0;0;0;0;0;0;0;0;101
SMFG;0;5807;342;31900;11255;6007;0;52874;17480;7260;300;1400;4494;17737
SMG;0;1100;100;32346;1200;200;0;7392;0;335;0;500;2100;1899
SMH;0;3898;200;29500;3330;4600;0;0;11337;13866;0;400;2300;14600
SMI;0;0;0;1400;100;0;0;900;240;100;300;0;0;100
SMLP;0;0;0;1200;500;0;0;100;0;100;0;0;0;100
SMLV;0;0;0;0;0;0;0;0;0;500;0;0;0;0
SMM;0;0;0;100;0;3050;0;476;0;0;0;0;0;0
SMN;0;0;0;646;0;0;0;0;100;0;0;0;0;1000
SMP;0;222;0;212;200;300;0;2465;300;200;0;0;0;200
SMPL;0;0;0;100;0;0;0;0;0;0;0;0;0;0
SMRT;0;0;0;700;100;200;0;0;0;700;0;0;0;200
SMS;0;0;0;2358;0;100;0;200;0;0;0;0;0;100
SMSI;0;0;0;1800;0;0;0;0;1900;4100;0;0;0;3200
SMT;0;600;0;1300;100;0;0;0;0;1367;0;0;740;1100
SMTC;0;1900;0;2700;500;2676;0;0;1400;10648;0;0;800;1436
SN;0;500;0;2420;726;800;0;4596;500;500;1367;0;300;700
SNA;0;500;100;5600;200;100;0;12876;2000;800;300;0;700;600
SNAK;0;0;0;2000;0;0;0;0;100;3280;0;0;0;0
SNBC;0;0;0;1481;200;200;0;0;500;2769;0;0;200;300
SNCR;0;0;0;1000;200;400;0;0;400;2148;0;0;200;400
SNDK;0;3700;400;85586;4400;9365;0;0;13832;35346;400;0;3000;9000
SNE;0;4939;0;21746;4236;1700;0;7950;2068;1935;100;0;1300;2900
SNFCA;0;300;0;2308;100;0;0;0;0;100;0;400;0;0
SNH;0;4396;100;28944;1709;800;0;9249;621;2038;300;500;618;3600
SNHN;0;0;0;344;0;200;0;200;0;0;0;0;0;0
SNHY;0;0;0;1200;0;200;0;0;100;2100;0;0;0;0
SNI;0;935;100;9708;600;631;0;2641;800;1500;0;100;200;896
SNLN;0;0;0;0;0;0;0;0;0;2500;0;0;0;400
SNMX;0;0;0;1200;0;0;0;0;0;200;0;0;0;0
SNN;0;397;0;4247;100;100;0;1800;0;200;200;0;200;500
SNP;0;200;0;1600;0;600;0;3485;362;100;0;0;0;500
SNPS;0;400;0;1400;300;900;0;0;1200;3522;400;0;200;1800
SNSS;0;100;0;1296;323;100;0;0;0;2020;0;0;0;0
SNTA;0;1800;100;18357;2100;3231;0;0;6021;11132;0;0;2500;1800
SNTS;0;700;0;14900;500;1300;0;0;5683;4751;500;0;3100;1100
SNV;0;90346;0;376601;19777;21611;0;48226;96100;55751;400;4700;16788;70092
SNX;0;400;0;2950;200;300;0;3428;1233;1400;200;0;600;1000
SNY;0;1100;0;22283;800;362;0;3193;947;500;0;100;200;2465
SO;0;17442;100;41608;3541;5821;0;16541;8525;11411;4000;300;2500;15830
SODA;0;200;0;23656;500;460;0;0;1100;5047;0;0;841;700
SOHO;0;0;0;0;0;0;0;0;1650;0;0;0;0;0
SOHU;0;1200;200;7402;1192;1800;0;0;2400;4231;500;0;100;1500
SOL;0;2100;0;23060;2200;100;0;2700;1712;300;200;0;700;800
SON;0;6526;200;10973;800;1400;0;9087;2100;4518;300;400;3349;3783
SONC;0;1200;0;11890;1200;500;0;0;2700;3202;0;0;1700;4771
SONS;0;15621;0;82177;14700;8834;0;0;15600;18425;0;0;16001;40246
SOR;0;100;0;100;0;0;0;0;0;0;0;0;0;0
SORL;0;100;0;200;0;0;0;0;0;115;0;0;0;0
SOXL;0;200;0;6258;300;1227;0;0;3577;1793;0;0;200;1782
SOXS;0;0;0;10500;400;773;0;0;4000;2400;200;0;0;800
SOXX;0;0;0;400;200;0;0;0;100;156;0;0;0;263
SOYB;0;0;0;699;0;0;0;0;0;0;0;0;0;0
SPA;0;0;0;0;0;100;0;325;0;545;0;0;0;0
SPAR;0;100;0;803;100;100;0;0;200;200;0;0;0;0
SPB;0;0;0;800;0;0;0;1280;400;300;0;0;0;200
SPE;0;100;0;290;0;0;0;0;0;0;0;0;0;200
SPF;0;9471;300;73495;12408;8288;0;39476;15313;10100;4263;1900;7200;13347
SPFF;0;0;0;5523;0;0;0;0;0;0;0;0;0;0
SPG;0;1400;200;21300;600;8384;0;21207;2700;2200;600;300;400;2775
SPH;0;512;0;3258;0;100;0;408;250;0;0;100;0;0
SPHB;0;0;0;2935;1000;628;0;0;0;0;0;0;0;0
SPHD;0;0;0;2300;0;0;0;0;354;0;0;0;0;0
SPHQ;0;0;0;500;0;0;0;0;0;0;0;0;0;0
SPIL;0;4054;400;13700;2312;1687;0;0;6619;11918;100;100;4600;14900
SPLK;0;800;0;9440;800;599;0;0;300;4300;800;0;300;400
SPLS;2300;15751;200;245243;34573;16297;100;0;42234;122771;100;500;21712;57627
SPLV;0;10462;0;37611;18618;3200;0;0;10992;3928;100;0;4147;3328
SPN;0;6763;0;17900;1900;2700;0;13857;3990;4824;7500;200;900;5100
SPNC;0;2385;100;22119;800;2000;0;0;1300;10350;300;0;900;1800
SPNS;0;0;0;475;0;0;0;0;0;600;0;0;0;0
SPP;0;1400;0;800;0;0;0;0;0;0;0;0;0;0
SPPI;0;4543;0;31548;3700;900;0;0;2300;18870;0;0;3526;6407
SPPP;0;0;0;750;0;0;0;0;800;0;0;0;0;0
SPPR;0;0;0;1445;0;0;0;0;0;0;0;0;0;0
SPR;0;4701;100;17339;2300;1420;0;3865;1300;3798;200;300;1000;3733
SPRD;0;2342;0;12055;1300;4505;0;0;1600;12095;200;100;500;3000
SPRT;0;200;0;5300;200;500;0;0;0;1000;0;0;200;200
SPSC;0;0;0;900;100;200;0;0;0;1100;0;0;0;340
SPTN;0;300;0;300;0;300;0;0;100;1000;0;0;100;200
SPW;0;807;200;8258;3400;200;0;5918;800;1504;0;0;200;1808
SPWR;0;6764;0;77932;11664;9784;0;0;10699;40190;100;0;16989;10338
SPXL;0;2000;0;7112;0;4836;0;0;5838;2999;0;200;0;3100
SPXS;0;1298;0;63730;2826;0;0;0;4446;6141;160;0;1200;100
SPXU;0;3650;400;83433;6581;8786;0;0;12821;14257;0;0;3192;6513
SQI;0;300;0;2400;152;300;0;0;300;3000;100;0;0;200
SQM;0;900;0;2144;100;400;0;1635;1669;400;0;0;100;377
SQNM;0;3402;0;42686;4848;5293;0;0;4145;31479;2200;2100;3300;13542
SQQQ;0;0;0;63006;1253;4961;0;0;8651;12292;0;0;3650;8713
SRC;0;1181;100;10800;1200;900;0;8320;941;1500;1100;100;700;998
SRCE;0;0;0;0;0;0;0;0;0;200;0;0;0;0
SRCL;0;1200;0;1600;100;200;0;0;1500;1400;0;200;200;1000
SRDX;0;0;0;800;0;0;0;0;200;600;0;0;0;0
SRE;0;3756;100;9127;500;1929;0;16221;1634;3331;810;400;1500;5000
SREV;0;400;0;3912;500;600;0;0;1200;2863;200;0;100;1100
SRF;0;0;0;1230;0;0;0;600;100;0;0;0;0;0
SRI;0;900;0;2733;0;100;0;200;772;1200;200;0;0;700
SRLN;0;0;0;275;3820;0;0;0;831;0;0;0;0;1400
SRPT;0;1000;100;35583;1107;3279;0;0;4000;10042;200;0;800;5801
SRS;0;0;0;1210;0;530;0;0;1200;1325;0;0;0;372
SRT;0;0;0;200;0;600;0;731;400;0;0;0;100;0
SRTY;0;300;0;16682;200;0;0;0;0;1400;0;100;700;1500
SRV;0;0;0;625;0;0;0;100;100;0;0;0;0;100
SSD;0;0;100;1300;0;400;0;1457;1433;200;0;0;0;300
SSG;0;0;0;110;0;0;0;0;0;0;0;0;0;0
SSH;0;100;0;917;0;4600;0;0;0;200;0;0;0;0
SSI;0;2100;0;1300;312;496;0;3035;969;900;100;0;400;702
SSL;0;300;0;700;800;0;0;2934;600;700;0;0;700;100
SSN;0;500;0;4600;100;0;0;0;0;0;0;0;0;0
SSNC;0;100;0;2400;400;1600;0;0;500;3573;100;0;100;300
SSNI;0;100;0;1700;0;100;0;2037;300;400;0;0;100;1300
SSO;0;2800;0;53182;2198;11837;0;0;11316;21380;0;500;1340;6045
SSP;0;1400;300;3900;1000;700;0;9943;2105;2100;2000;100;1000;1096
SSRI;0;2300;0;24300;1000;3000;0;0;6812;7754;700;0;2000;5600
SSS;0;500;0;2000;100;200;0;4105;484;500;0;0;0;414
SST;0;0;0;0;0;0;0;0;0;388;0;0;0;0
SSTK;0;0;0;900;0;100;0;300;200;0;0;0;0;324
SSW;0;700;0;2900;200;1060;0;400;500;1421;0;0;100;700
SSYS;0;500;0;6520;100;1200;0;0;260;5129;0;0;600;500
ST;0;4922;300;113200;3600;4220;0;17301;6548;8369;3099;1100;1800;1559
STAA;0;0;0;5588;200;0;0;0;300;600;0;0;200;400
STAG;0;100;100;3900;600;400;0;6365;404;600;100;0;200;300
STAN;0;0;0;1500;200;0;0;0;0;800;0;0;0;100
STB;0;0;0;1200;0;0;0;0;0;100;0;0;0;0
STBA;0;100;0;1100;100;224;0;0;100;3610;0;0;0;400
STBZ;0;100;0;1700;0;100;0;0;0;2082;0;0;0;800
STC;0;222;0;2900;800;1300;0;3513;1400;800;1200;300;300;500
STE;0;400;0;2900;100;500;0;4792;2371;800;0;0;0;1000
STEC;0;800;0;8661;700;1629;0;0;2500;1890;100;0;400;2700
STEI;0;2200;400;10300;1700;1900;0;0;2400;18503;0;0;600;3700
STEL;0;100;0;1082;500;0;0;0;0;300;0;0;200;0
STEM;0;650;0;6413;1600;0;0;0;0;0;0;0;0;100
STFC;0;0;0;800;0;0;0;0;0;1100;0;0;0;100
STI;0;19148;0;62709;4057;2689;0;15817;12717;8914;1500;800;3700;8352
STJ;0;6163;100;23550;600;800;0;12161;2347;4600;100;400;700;3953
STK;0;0;0;5270;0;100;0;100;646;0;0;0;0;200
STKL;0;0;100;4914;200;0;0;0;200;400;0;0;500;319
STL;0;900;0;3907;300;0;0;1027;530;300;0;0;0;200
STLD;0;9906;0;77502;9558;8700;0;0;6663;9101;100;100;4300;12322
STLY;0;800;0;3400;2600;0;0;0;0;7600;0;0;100;400
STM;0;4600;100;71016;5540;2700;0;35655;13000;19700;0;0;1529;13800
STML;0;0;0;900;0;0;0;0;0;300;0;0;0;0
STMP;0;0;0;4500;100;600;0;0;2000;2856;0;0;200;1999
STN;0;0;0;0;0;0;0;600;0;0;0;0;0;0
STNG;0;600;0;2900;300;700;0;3855;2000;500;0;0;0;1300
STNR;0;0;0;700;0;0;0;0;148;200;0;0;0;0
STO;0;8240;0;34790;9119;3300;0;18085;12182;1400;4700;500;4947;5060
STON;0;0;0;1440;0;0;0;0;0;0;0;0;100;0
STP;0;500;0;67434;102;15220;0;11430;0;9049;0;0;1100;0
STPZ;0;0;0;3268;0;0;0;0;0;0;0;0;0;900
STR;0;7041;0;103827;5762;3613;0;28867;2789;6930;1200;0;2732;4355
STRA;0;600;0;1600;600;700;0;0;1900;2052;0;0;500;1900
STRI;0;100;0;700;0;200;0;721;1300;500;0;0;100;0
STRL;0;0;0;300;100;0;0;0;0;400;0;0;0;0
STRM;0;0;0;3100;0;0;0;0;0;100;0;0;0;0
STRS;0;0;0;300;0;0;0;0;0;0;0;0;0;0
STRT;0;0;0;0;0;0;0;0;0;100;0;0;0;0
STRZA;0;1859;1000;41934;3400;5589;0;0;8267;22059;1700;0;1800;5300
STS;0;0;0;1100;0;0;0;0;0;0;0;0;0;0
STSA;0;200;0;400;0;100;0;0;0;431;0;0;100;200
STSI;0;2206;0;75890;2791;900;0;0;3500;19227;0;0;788;1200
